# Fuel consumption dataset for FAST project
# Sources: US DOE fueleconomy.gov | EEA COPERT methodology | Natural Resources Canada fuel consumption guide
distance_km,avg_speed_kmh,vehicle_type,vehicle_mileage_kmpl,temperature_c,wind_speed_kmh,precipitation_mm,road_type,num_stops_per_km,fuel_consumed_litres
400.5,87.8,suv,14.7,4.7,1.0,6.6,highway,0.47,39.848
73.3,78.3,suv,10.8,5.0,23.2,1.3,mixed,0.87,9.461
115.1,75.3,car,20.4,18.5,45.1,0.7,highway,0.15,6.704
290.7,115.3,car,13.9,40.6,11.2,1.8,highway,0.24,37.338
136.2,29.7,car,18.7,-4.5,1.6,0.7,urban,4.62,24.97
332.4,68.6,car,21.8,34.1,21.7,2.1,mixed,1.99,28.943
306.0,72.7,car,13.0,-2.1,35.2,7.0,highway,0.12,28.83
58.5,35.1,suv,8.1,18.9,22.7,2.9,urban,4.81,17.379
329.7,93.1,car,16.3,26.9,23.0,5.8,highway,0.46,26.107
462.4,29.0,bike,32.8,29.3,33.5,0.5,urban,3.73,35.025
84.7,16.7,truck,6.7,-2.1,12.7,6.9,urban,4.38,41.949
300.5,20.6,truck,7.6,15.9,37.6,2.8,urban,2.97,113.238
174.2,108.7,truck,5.2,24.2,7.7,0.1,highway,0.35,52.6
232.5,105.6,truck,4.3,-1.7,19.8,3.0,highway,0.2,89.78
147.1,101.7,car,16.3,1.8,32.8,9.1,highway,0.13,14.511
180.3,17.1,car,19.2,28.2,41.4,0.2,urban,2.43,28.771
19.3,115.5,suv,8.1,21.1,39.6,2.6,highway,0.2,4.186
490.9,67.9,suv,12.1,3.1,36.1,7.4,mixed,1.3,65.472
314.3,72.3,car,18.1,21.8,18.0,0.0,mixed,1.91,29.129
252.8,68.6,suv,12.5,40.6,6.1,3.0,mixed,1.89,33.218
194.9,63.4,car,14.4,-4.2,10.8,1.9,mixed,1.16,20.206
272.0,42.1,car,19.1,27.1,43.2,1.3,urban,3.62,38.916
193.2,75.6,car,12.9,-1.3,42.9,3.0,mixed,1.54,24.958
183.2,99.1,car,14.0,-4.7,47.6,0.2,highway,0.31,22.101
234.7,39.8,car,20.8,2.5,3.8,4.2,urban,3.43,32.629
141.6,35.1,bike,52.2,16.1,26.8,0.0,urban,3.81,8.115
94.1,41.8,truck,3.1,35.1,32.4,1.1,urban,4.96,58.938
280.5,59.5,car,14.5,9.1,35.5,2.1,mixed,2.08,33.0
422.2,80.3,bike,36.4,26.3,32.2,1.4,highway,0.33,13.866
80.6,102.7,truck,4.4,15.6,38.5,1.1,highway,0.46,27.861
21.2,58.7,truck,4.2,6.7,18.0,5.3,mixed,1.15,6.722
127.2,73.3,truck,3.3,20.7,9.0,8.2,highway,0.31,40.468
490.0,33.3,suv,11.2,34.9,10.2,6.2,urban,4.69,118.16
415.2,56.8,suv,13.1,36.6,0.6,2.2,mixed,0.83,42.901
300.0,23.2,car,18.1,37.3,17.5,6.5,urban,4.89,61.021
465.0,34.2,bike,50.2,11.9,4.6,7.6,urban,3.25,25.749
225.4,98.2,car,12.8,34.7,16.1,1.6,highway,0.21,22.802
491.7,105.2,car,21.5,5.6,31.4,1.0,highway,0.23,40.703
151.7,71.4,car,20.4,31.9,44.7,0.3,mixed,2.25,15.218
124.0,23.0,suv,13.6,42.4,42.0,2.0,urban,2.73,27.518
320.8,44.5,car,20.2,-4.3,12.6,8.8,urban,4.24,49.154
192.2,100.7,bike,58.0,17.0,6.7,2.5,highway,0.37,4.782
315.1,90.6,car,17.4,27.4,9.7,3.3,highway,0.16,21.49
156.0,79.5,suv,9.4,30.1,48.5,0.4,mixed,1.76,26.47
310.9,18.3,bike,48.5,3.8,27.5,0.5,urban,3.66,22.46
141.5,15.8,truck,6.7,43.6,9.1,1.9,urban,3.98,63.343
30.2,70.2,car,19.4,25.8,42.0,9.1,highway,0.35,1.933
456.5,23.1,car,17.2,3.2,19.8,1.3,urban,3.44,85.125
442.2,67.4,car,12.7,-4.0,45.0,6.3,mixed,2.48,64.846
485.5,36.3,suv,10.6,34.2,13.0,0.4,urban,3.21,98.794
359.7,84.1,car,21.2,-1.0,19.7,2.9,highway,0.15,22.846
342.9,36.3,suv,12.1,2.1,25.2,2.8,urban,4.88,87.032
281.7,63.6,car,17.4,23.7,44.6,5.9,mixed,2.11,29.002
67.3,36.0,car,14.7,25.2,43.4,0.0,urban,4.2,11.985
98.7,65.1,truck,4.8,29.3,28.7,0.6,mixed,1.94,28.06
148.3,36.3,suv,14.3,14.7,11.1,0.7,urban,3.07,25.823
445.6,45.5,suv,12.7,33.7,20.2,9.0,mixed,1.39,59.284
90.6,43.2,truck,6.9,43.7,48.8,0.5,urban,3.23,30.352
461.8,108.1,truck,5.3,8.6,30.4,0.1,highway,0.35,142.536
263.8,83.1,suv,12.4,30.2,39.1,2.3,highway,0.41,26.979
359.2,72.3,suv,9.7,41.4,22.5,2.3,highway,0.14,42.45
59.6,79.9,suv,12.9,29.3,26.6,5.6,mixed,1.43,7.273
138.2,62.5,suv,11.0,29.1,21.4,8.9,mixed,1.51,18.645
479.5,30.1,suv,11.1,6.2,35.1,2.3,urban,2.51,109.018
136.7,73.1,suv,12.5,21.8,42.6,8.0,highway,0.43,13.745
151.8,79.0,car,21.4,23.1,25.4,3.9,highway,0.31,8.631
102.8,62.7,truck,3.3,30.0,24.0,0.9,mixed,1.11,36.626
68.9,22.7,truck,7.1,44.8,17.0,7.9,urban,3.98,28.232
120.5,77.0,bike,38.8,-3.3,8.9,3.3,highway,0.33,3.908
323.0,28.2,suv,11.1,-1.7,47.0,1.6,urban,4.73,95.231
230.4,99.7,bike,30.7,-1.1,15.8,3.4,highway,0.26,11.505
279.1,97.2,car,15.0,32.1,40.0,1.5,highway,0.35,25.28
65.6,29.8,suv,11.5,1.8,35.8,0.4,urban,3.11,14.964
402.0,85.9,car,12.6,26.1,39.5,3.8,highway,0.38,39.716
393.1,78.7,suv,11.4,11.2,46.8,5.2,mixed,1.71,58.52
15.7,89.8,suv,14.5,17.9,31.2,3.9,highway,0.44,1.452
194.8,79.4,car,13.1,5.8,44.9,0.8,highway,0.28,19.19
39.0,98.1,bike,52.9,38.3,8.4,9.4,highway,0.2,0.999
397.1,47.2,car,16.1,24.3,31.3,0.1,mixed,0.95,37.177
369.9,20.1,suv,12.6,42.2,38.6,1.2,urban,2.81,90.215
451.5,18.3,truck,4.3,23.7,13.6,0.9,urban,4.57,275.361
122.0,89.4,suv,9.1,1.2,37.0,0.1,highway,0.25,18.311
230.9,112.1,car,13.6,3.5,38.9,1.6,highway,0.4,31.843
96.3,43.5,suv,8.5,44.5,41.6,2.9,urban,2.82,23.193
188.8,67.4,car,13.9,31.3,15.6,6.4,mixed,1.74,20.448
263.5,54.1,suv,12.6,-2.5,34.1,13.7,mixed,1.82,39.939
31.4,91.0,bike,56.5,30.2,15.2,5.0,highway,0.41,0.733
358.9,30.7,suv,13.7,15.6,37.0,1.9,urban,3.69,74.946
273.9,72.5,car,18.9,10.4,23.1,3.9,mixed,0.85,20.227
415.3,18.5,truck,3.6,2.7,29.9,5.6,urban,3.29,311.656
139.5,63.9,car,14.9,37.0,20.8,1.9,mixed,2.34,16.079
452.1,75.6,suv,10.2,-1.8,8.1,4.6,highway,0.41,57.965
499.4,48.7,truck,4.2,9.5,8.9,2.0,mixed,1.79,172.579
460.1,45.0,bike,45.5,10.3,3.9,1.5,mixed,1.94,20.008
390.1,44.6,truck,5.7,3.0,30.9,2.2,mixed,2.48,128.281
407.1,27.7,suv,10.5,20.4,42.4,3.4,urban,4.19,111.734
289.0,30.3,bike,40.6,-4.4,1.0,3.9,urban,2.0,17.195
99.1,35.0,car,20.3,10.0,3.3,1.3,mixed,1.28,9.206
340.1,117.9,suv,13.5,41.7,22.9,2.5,highway,0.34,48.289
357.8,111.9,bike,39.2,10.5,36.9,7.2,highway,0.32,16.335
492.8,67.3,car,21.1,13.0,7.9,11.2,mixed,1.06,33.956
272.9,50.9,car,21.5,18.7,13.6,0.8,mixed,1.15,20.429
139.3,55.6,suv,10.3,23.1,11.6,0.6,mixed,1.86,21.151
343.4,97.9,bike,40.6,35.4,20.0,3.4,highway,0.43,11.767
489.8,53.2,truck,5.5,4.5,11.2,1.6,mixed,1.25,130.131
92.7,39.6,truck,7.7,38.6,17.6,0.1,mixed,2.22,22.978
166.4,95.4,truck,7.4,32.9,36.4,1.3,highway,0.41,30.073
273.2,21.1,suv,8.7,31.1,30.6,4.9,urban,4.04,89.528
89.3,79.3,bike,41.8,-0.7,4.1,4.8,highway,0.48,2.944
16.0,70.2,suv,11.9,-3.9,31.9,2.0,highway,0.25,1.821
171.8,67.6,bike,45.1,24.7,23.9,1.9,mixed,1.46,5.636
433.4,28.0,bike,35.8,38.2,46.7,2.6,urban,3.8,33.768
26.5,52.2,car,20.6,24.2,14.5,0.7,mixed,2.08,2.43
217.3,39.4,car,18.8,5.7,36.3,2.2,mixed,2.33,28.24
382.3,27.0,suv,13.9,-0.5,36.5,0.0,urban,2.23,74.575
476.8,58.2,suv,14.0,30.0,11.1,1.9,mixed,2.12,59.932
492.8,37.9,car,19.5,31.1,45.2,1.2,urban,4.06,77.107
213.9,68.3,car,16.4,3.6,24.6,3.4,mixed,0.84,18.392
475.4,112.8,truck,6.1,-3.6,33.9,3.1,highway,0.42,158.381
22.5,68.8,car,13.6,15.4,7.3,1.4,mixed,1.04,2.143
374.2,78.5,car,18.7,24.1,12.9,0.0,highway,0.17,22.564
323.2,79.5,car,13.8,30.3,29.3,0.9,highway,0.21,27.224
128.5,38.6,suv,12.9,35.5,16.0,3.0,mixed,0.87,15.864
256.1,30.8,suv,9.6,25.5,25.0,0.2,urban,2.07,54.574
69.1,31.2,car,13.2,0.5,18.7,0.3,urban,2.99,13.071
436.4,40.8,bike,35.0,29.1,32.0,3.1,urban,3.61,27.969
182.2,73.8,suv,8.0,44.2,24.4,4.2,mixed,1.94,33.788
314.9,112.0,suv,13.0,40.3,0.2,1.2,highway,0.48,44.309
83.6,88.0,car,19.3,38.6,32.5,2.0,highway,0.46,5.929
107.1,91.3,truck,5.6,10.1,21.1,8.7,highway,0.48,26.225
496.0,43.2,car,13.6,32.5,17.1,8.7,urban,3.77,82.632
377.8,109.2,car,12.8,37.6,4.7,1.1,highway,0.15,44.677
481.2,43.8,truck,3.1,28.9,11.0,5.0,urban,2.8,238.023
151.4,15.2,car,13.7,7.5,11.2,2.7,urban,4.7,38.13
86.5,81.7,suv,14.2,42.7,46.8,11.1,highway,0.49,8.409
254.0,19.4,car,14.4,17.5,21.6,1.9,urban,3.21,48.944
249.9,70.9,car,15.5,1.5,2.1,4.5,mixed,2.4,30.856
91.6,75.5,truck,3.5,0.5,6.9,4.4,highway,0.48,31.652
367.9,41.8,car,14.2,27.4,4.0,2.1,urban,4.21,63.218
184.1,20.6,truck,5.6,16.9,29.4,4.8,urban,3.43,86.488
97.3,33.6,car,18.1,-0.3,9.3,0.9,urban,2.37,13.381
169.3,67.8,car,14.5,32.0,24.9,0.4,mixed,0.99,15.732
284.0,28.9,bike,31.7,35.0,18.5,1.7,urban,3.36,20.816
364.6,18.1,suv,10.7,31.3,40.2,8.6,urban,4.2,110.792
243.5,116.6,car,14.3,5.1,16.0,2.1,highway,0.29,33.178
265.2,26.3,truck,4.1,29.5,22.9,3.0,urban,2.06,127.219
73.8,32.3,car,21.6,-4.5,36.1,2.9,urban,2.3,9.059
457.8,118.8,truck,6.1,10.3,21.7,0.4,highway,0.36,145.575
464.7,15.5,car,17.6,14.9,39.7,1.5,urban,4.07,97.214
343.3,38.6,truck,5.1,36.8,33.1,3.7,mixed,1.19,109.529
13.7,31.3,suv,11.0,14.5,20.5,10.7,urban,4.09,3.329
270.9,29.2,suv,11.8,-4.4,25.2,0.6,urban,4.1,69.728
316.5,45.1,suv,12.9,12.6,48.4,1.6,mixed,1.52,44.548
497.4,57.8,suv,12.9,19.9,33.1,0.3,mixed,1.12,58.438
498.1,20.7,suv,9.2,42.5,45.2,0.8,urban,4.74,176.704
429.5,35.4,bike,45.0,42.1,8.9,1.4,mixed,1.61,19.482
36.6,70.1,bike,42.4,4.0,24.2,2.3,mixed,1.4,1.34
476.9,39.0,truck,7.4,4.3,45.4,0.8,urban,2.6,149.899
308.3,23.1,suv,12.4,3.2,16.1,0.8,urban,2.92,72.781
401.4,16.0,suv,11.7,34.4,48.4,4.5,urban,2.13,100.713
206.6,61.8,car,13.2,-4.7,4.9,9.9,mixed,2.02,26.986
163.2,20.9,bike,48.2,1.4,45.1,1.2,urban,2.75,10.765
234.3,84.7,bike,33.5,21.9,22.3,3.5,highway,0.46,8.337
77.7,60.5,suv,10.4,7.4,3.7,0.9,mixed,1.36,10.841
181.7,42.7,car,13.4,-0.4,44.0,7.9,urban,2.98,30.969
429.5,74.7,car,18.9,13.0,12.6,3.4,highway,0.12,25.287
23.8,20.4,car,14.1,8.7,1.1,4.9,urban,2.51,4.648
79.7,39.0,bike,41.8,20.6,6.8,0.2,urban,4.32,5.198
66.9,68.8,car,21.0,44.0,33.0,2.7,mixed,1.27,5.247
204.5,107.3,car,14.0,1.2,48.9,2.2,highway,0.2,25.725
498.5,52.5,suv,11.6,13.6,5.6,1.0,mixed,1.31,65.197
90.8,32.2,car,16.2,41.6,23.1,0.9,urban,4.06,16.536
77.0,105.8,car,12.2,38.8,9.0,2.6,highway,0.1,9.141
458.0,75.4,bike,53.8,14.7,37.3,3.7,mixed,2.04,16.398
441.6,23.9,bike,32.1,29.9,5.9,0.1,urban,2.13,31.75
21.0,71.1,car,16.7,-0.6,12.0,2.5,highway,0.18,1.582
377.1,33.5,car,17.6,30.6,9.8,0.6,urban,2.84,51.756
329.5,49.4,suv,12.4,43.6,27.6,0.5,mixed,2.39,53.146
385.0,113.1,car,18.9,21.9,43.7,2.9,highway,0.24,36.37
249.8,78.4,suv,9.8,19.9,25.6,1.1,highway,0.23,27.626
495.7,86.3,truck,3.0,4.4,2.9,1.7,highway,0.49,197.546
26.7,78.6,suv,13.1,26.7,28.2,1.3,highway,0.36,2.377
121.0,51.3,bike,46.1,24.5,39.9,3.1,mixed,0.99,4.079
201.3,26.3,car,20.4,27.6,6.6,1.9,urban,4.16,32.172
227.6,85.9,bike,54.6,-3.7,3.6,9.9,highway,0.45,6.011
461.1,97.0,car,20.4,22.4,9.4,1.3,highway,0.22,29.369
282.2,104.5,truck,5.4,24.7,37.3,4.0,highway,0.14,78.299
27.3,40.4,bike,40.0,5.4,29.6,0.9,mixed,2.19,1.495
206.9,112.7,car,19.9,5.4,27.0,2.1,highway,0.34,19.561
211.2,52.1,suv,11.2,8.8,12.5,2.4,mixed,1.25,28.432
482.9,40.4,suv,9.3,30.6,16.6,1.2,urban,4.83,125.076
301.6,101.1,car,20.5,25.3,48.3,1.9,highway,0.16,22.472
319.6,70.7,bike,56.5,37.3,12.0,1.0,mixed,0.81,7.799
358.1,31.1,car,16.7,9.8,45.1,0.0,urban,4.54,66.448
386.2,57.6,car,12.8,40.6,29.0,0.7,mixed,1.14,42.625
319.4,63.1,bike,41.6,32.2,6.2,3.6,mixed,2.41,14.038
122.4,90.2,car,20.0,14.8,23.4,4.4,highway,0.21,7.716
437.7,84.6,bike,57.1,-0.2,47.4,1.0,highway,0.48,11.843
367.4,59.6,bike,36.1,7.8,20.9,1.6,mixed,2.0,16.938
372.2,96.6,car,12.7,42.8,43.2,0.1,highway,0.39,42.76
498.3,75.7,bike,56.3,10.5,12.8,0.8,highway,0.13,9.847
402.3,97.5,car,15.9,11.5,28.5,4.5,highway,0.14,35.09
415.4,70.1,suv,11.8,4.5,42.2,2.8,highway,0.3,44.571
475.9,60.2,suv,14.8,35.3,46.0,0.7,mixed,0.87,46.593
79.8,81.0,car,12.7,8.8,24.3,0.9,highway,0.49,7.803
251.4,42.0,car,18.5,11.5,32.0,5.1,urban,4.63,42.323
292.4,21.6,bike,32.2,15.7,0.1,0.7,urban,4.4,26.976
168.0,33.8,suv,10.6,16.7,12.7,1.2,urban,4.83,43.318
420.5,74.6,suv,13.6,15.6,13.9,3.3,highway,0.36,36.251
382.4,54.5,bike,43.0,20.2,4.7,2.5,mixed,1.54,14.197
361.8,80.7,truck,8.0,35.7,14.0,1.9,highway,0.27,50.087
498.6,37.8,bike,46.8,36.0,16.1,6.9,mixed,1.73,20.779
133.4,39.0,car,15.2,34.9,48.4,0.7,mixed,1.0,14.476
369.1,34.6,suv,9.5,0.1,33.4,4.1,urban,4.24,103.305
277.9,17.3,truck,4.8,35.0,21.3,0.5,urban,2.42,138.727
159.9,33.1,suv,10.6,1.0,49.4,2.9,urban,2.76,38.94
84.5,42.9,suv,8.5,1.2,7.7,6.1,urban,4.2,22.904
448.5,35.1,car,15.7,42.4,23.8,1.8,mixed,2.0,59.829
299.8,47.7,suv,11.2,36.0,32.4,3.9,mixed,0.92,39.489
413.3,85.3,bike,51.7,22.6,2.8,5.2,highway,0.49,10.045
274.9,36.0,truck,6.3,38.7,35.8,0.4,urban,3.05,96.764
113.9,70.0,car,19.1,44.5,5.0,3.7,mixed,1.59,9.936
172.1,57.8,suv,8.1,25.5,7.0,7.6,mixed,2.42,32.353
193.9,20.1,car,14.2,25.6,8.0,2.6,urban,3.67,40.298
486.6,40.1,suv,12.6,32.7,46.4,0.6,urban,2.3,83.075
7.8,79.9,car,16.8,6.6,34.2,0.4,highway,0.12,0.539
492.9,62.4,suv,8.0,3.4,32.8,0.9,mixed,1.57,94.512
490.3,114.4,bike,54.1,33.0,27.8,0.3,highway,0.28,15.55
498.1,32.6,bike,53.2,12.2,14.6,2.2,urban,4.18,30.211
240.9,104.1,car,17.5,1.8,31.0,0.2,highway,0.2,22.902
482.1,87.0,car,12.7,10.7,20.5,0.8,highway,0.31,47.465
200.8,16.5,truck,6.8,12.9,7.3,1.7,urban,3.85,86.953
18.0,36.3,car,17.8,43.3,34.5,1.9,mixed,0.88,1.832
116.1,103.0,truck,6.9,29.9,6.5,2.5,highway,0.13,22.757
472.9,31.6,car,19.5,21.5,9.5,3.7,urban,4.83,81.656
11.8,94.7,car,20.0,43.4,40.9,0.1,highway,0.19,0.836
275.3,84.8,suv,11.6,40.2,33.0,0.3,highway,0.4,31.538
42.4,44.3,suv,9.0,20.6,31.5,0.2,urban,3.01,9.246
146.8,29.6,car,18.7,40.3,20.9,1.7,urban,4.43,24.954
48.6,79.1,car,18.2,15.2,19.8,0.1,highway,0.19,2.933
430.5,85.6,suv,13.2,6.5,34.5,4.1,highway,0.44,45.379
297.6,95.5,car,13.7,6.6,37.0,0.8,highway,0.48,33.4
451.5,113.2,truck,4.0,28.1,25.5,8.4,highway,0.31,197.336
345.7,44.0,truck,7.5,20.1,48.5,2.0,mixed,1.08,76.356
485.7,79.5,suv,13.2,27.9,47.8,1.8,mixed,1.76,62.307
257.4,112.8,car,21.1,29.3,20.6,4.5,highway,0.12,19.613
321.2,23.1,suv,13.3,-3.9,41.0,3.7,urban,4.93,93.416
290.3,44.0,bike,47.9,-2.3,27.2,2.8,mixed,2.26,14.47
244.7,87.8,bike,49.6,21.6,25.6,8.2,highway,0.31,6.26
423.7,68.0,car,20.9,4.6,2.7,1.6,mixed,1.48,33.917
324.0,66.2,car,17.8,26.6,28.7,5.0,mixed,1.09,25.762
401.6,85.4,truck,6.2,22.6,45.0,1.4,highway,0.38,82.814
394.3,104.0,suv,9.1,24.3,39.0,5.5,highway,0.3,65.302
99.6,55.0,suv,11.3,10.1,39.3,0.9,mixed,1.42,14.049
326.8,40.0,car,19.2,27.0,8.0,1.0,urban,5.0,54.809
103.8,97.0,car,14.7,36.5,17.9,3.4,highway,0.28,9.59
293.7,79.9,car,14.0,44.9,11.7,0.7,highway,0.29,25.672
340.3,21.8,truck,4.6,36.9,15.8,0.8,urban,3.95,187.122
498.6,33.7,bike,37.2,22.9,29.0,1.1,urban,4.57,35.89
20.1,70.1,truck,4.1,4.7,18.2,3.4,mixed,1.47,6.487
50.2,67.4,car,16.2,29.1,28.0,6.6,mixed,0.81,4.03
43.1,113.4,car,21.1,41.9,21.9,3.4,highway,0.3,3.735
202.2,42.5,suv,11.5,5.6,14.3,5.3,urban,2.6,37.783
411.7,26.4,car,13.9,7.8,4.8,2.4,urban,2.23,68.638
422.8,38.0,truck,3.4,2.5,44.6,0.2,urban,4.36,270.783
369.8,71.8,truck,6.5,31.8,0.6,0.3,highway,0.49,63.849
449.0,45.3,car,15.8,15.3,0.1,2.4,mixed,2.37,54.717
164.8,71.2,car,20.2,-1.9,41.3,1.2,mixed,2.08,16.92
48.6,24.6,car,18.6,38.7,49.8,0.7,urban,4.06,9.252
33.8,41.6,truck,7.0,22.9,36.4,1.9,urban,3.56,10.702
426.8,89.1,car,14.7,11.6,0.8,3.3,highway,0.28,35.87
366.6,19.1,suv,12.8,12.2,11.3,1.5,urban,3.26,85.386
350.8,17.5,suv,9.8,9.5,48.6,4.9,urban,2.58,107.132
173.1,40.3,suv,14.6,17.8,40.4,4.0,urban,2.85,28.104
193.1,78.5,bike,49.1,11.9,28.3,4.0,mixed,2.04,7.674
479.3,40.8,suv,10.3,22.4,11.8,12.6,urban,3.59,101.081
36.6,28.5,truck,4.3,33.7,0.7,1.0,urban,4.42,18.196
388.0,64.3,car,13.9,28.7,1.0,3.1,mixed,1.39,39.745
158.3,93.8,car,18.9,9.7,30.6,5.8,highway,0.46,12.511
24.3,20.6,truck,4.1,21.4,1.1,2.6,urban,4.34,14.234
372.6,82.4,car,18.0,37.0,49.7,4.7,highway,0.35,26.496
168.8,35.4,truck,4.3,-1.6,9.2,1.6,urban,2.15,74.668
362.5,65.7,car,18.6,-1.1,35.5,2.7,mixed,1.54,36.549
355.3,16.2,car,20.1,22.8,7.8,0.2,urban,2.23,51.877
269.7,71.7,truck,6.9,27.0,27.0,12.8,mixed,1.57,56.431
389.8,40.3,car,19.6,5.6,4.0,4.8,urban,4.09,56.777
292.6,118.5,car,13.9,32.3,38.3,6.1,highway,0.26,40.135
146.9,78.5,car,12.9,27.3,29.2,3.6,mixed,1.19,15.73
368.4,108.2,car,19.0,41.2,4.3,0.6,highway,0.14,30.094
296.6,74.2,car,15.7,3.4,42.4,0.1,highway,0.27,23.942
11.3,24.7,car,16.3,32.6,27.4,6.0,urban,2.9,1.9
451.3,106.7,truck,3.2,-0.8,46.1,1.5,highway,0.49,263.717
275.1,91.6,car,14.6,23.3,45.8,0.9,highway,0.32,26.051
435.0,43.3,suv,8.2,22.6,46.0,2.5,urban,3.6,113.844
442.0,34.7,car,20.8,14.4,3.9,1.6,urban,4.63,71.351
225.3,21.9,suv,9.7,37.2,6.0,3.2,urban,4.74,69.509
256.3,56.4,bike,46.7,-4.8,49.4,2.0,mixed,2.19,11.428
210.8,29.0,truck,3.2,21.0,24.4,3.6,urban,3.39,128.465
227.5,45.6,car,18.7,5.9,11.9,5.8,mixed,1.49,23.48
448.1,73.2,car,15.2,32.2,38.5,0.7,highway,0.36,35.126
395.1,39.8,bike,56.9,-2.8,13.2,1.2,urban,5.0,26.134
67.6,74.5,car,20.9,36.6,36.4,1.7,mixed,1.91,6.181
307.1,39.3,car,15.3,36.9,41.9,9.8,urban,4.18,54.899
498.0,53.4,car,21.0,36.6,39.2,1.4,mixed,2.14,49.379
299.8,27.8,suv,15.0,2.6,13.7,1.4,urban,2.02,51.085
394.0,97.4,car,20.3,26.5,20.1,3.2,highway,0.16,25.951
385.7,39.1,car,20.4,-4.3,20.7,1.6,urban,3.38,55.509
178.4,30.9,suv,9.7,37.4,24.6,9.1,urban,3.47,44.155
189.1,79.1,suv,12.0,31.1,8.4,6.7,mixed,1.73,24.413
363.4,119.4,car,12.7,21.6,22.6,2.2,highway,0.13,51.261
252.5,68.9,car,12.9,31.5,25.5,3.1,mixed,1.57,27.689
287.4,38.0,bike,60.0,-0.3,26.6,0.2,mixed,2.3,12.219
357.9,93.5,suv,10.3,21.4,41.0,3.6,highway,0.26,45.782
389.9,83.3,suv,13.2,9.6,25.9,3.7,highway,0.25,35.761
139.4,65.2,car,20.1,43.6,11.5,1.3,mixed,1.8,12.438
77.7,48.1,suv,14.0,37.9,33.2,0.7,mixed,1.13,9.321
149.4,23.5,suv,15.0,31.7,39.9,7.4,urban,3.6,32.456
256.2,79.2,car,14.4,41.7,16.0,1.7,highway,0.17,20.434
174.4,24.3,truck,3.2,12.3,32.3,3.2,urban,3.53,125.399
286.3,37.4,car,16.1,40.0,7.3,0.1,urban,2.47,39.811
31.5,80.7,bike,33.9,11.3,17.1,1.6,highway,0.28,1.064
257.3,42.3,car,12.2,31.6,45.5,5.1,mixed,0.92,32.923
187.2,77.0,bike,40.8,31.8,45.6,1.5,highway,0.43,5.542
269.7,115.9,car,19.8,-4.1,28.8,2.8,highway,0.29,28.712
214.2,37.6,truck,5.8,13.1,35.1,0.7,urban,2.21,71.415
145.7,19.5,bike,39.4,-4.0,42.7,1.6,urban,3.79,12.861
452.5,118.0,bike,49.6,44.9,47.9,7.9,highway,0.17,18.946
96.5,29.5,car,14.3,1.1,24.5,2.5,urban,3.58,18.761
342.3,107.7,truck,3.1,22.1,28.1,7.0,highway,0.39,172.88
462.7,116.7,car,19.6,34.5,20.8,7.0,highway,0.18,42.811
271.6,81.0,car,18.2,5.1,3.6,8.7,highway,0.38,19.504
438.8,48.3,bike,52.9,19.3,21.1,6.8,mixed,2.4,17.871
66.8,36.3,bike,31.2,25.4,39.5,0.0,urban,3.2,4.793
249.4,43.1,truck,7.2,3.0,40.2,8.2,urban,4.85,94.71
231.2,32.0,truck,6.1,33.9,44.6,0.4,urban,4.33,95.357
9.0,41.6,bike,46.9,10.0,2.6,0.1,mixed,0.97,0.327
224.4,108.7,truck,6.1,5.6,26.4,0.2,highway,0.22,62.247
187.7,40.9,suv,14.1,22.9,5.4,1.3,urban,3.3,32.529
336.6,47.5,truck,5.9,15.5,10.0,2.9,mixed,1.61,86.127
469.5,33.5,car,17.8,41.0,45.0,1.5,urban,4.47,82.611
47.5,116.8,car,21.9,39.0,24.8,0.1,highway,0.28,4.095
167.1,32.9,car,19.6,19.2,37.9,1.9,urban,4.1,27.247
224.8,96.0,suv,11.1,13.0,3.2,1.8,highway,0.18,25.513
230.3,28.4,bike,51.2,11.3,20.8,4.2,urban,2.89,12.67
388.5,56.7,bike,41.7,8.4,33.7,1.0,mixed,1.66,15.693
224.5,86.8,car,14.3,22.2,6.7,0.7,highway,0.18,18.282
18.4,62.3,suv,12.2,35.2,16.3,0.9,mixed,2.38,2.72
356.5,112.8,car,21.3,10.5,3.2,1.1,highway,0.21,28.48
443.0,77.0,suv,14.5,4.5,32.6,2.7,mixed,2.14,62.565
259.4,40.9,truck,4.7,18.8,48.5,1.9,urban,2.51,104.246
292.6,107.4,bike,45.8,-1.5,41.4,1.2,highway,0.13,11.358
85.7,115.6,suv,9.5,30.1,48.7,1.4,highway,0.15,17.017
114.2,41.6,car,22.0,20.9,42.3,1.4,mixed,1.55,10.699
121.4,81.4,truck,7.9,19.8,42.8,10.8,highway,0.24,18.705
218.2,114.4,car,18.5,10.0,28.9,0.8,highway,0.38,22.164
464.4,89.4,suv,13.6,40.2,25.9,5.1,highway,0.32,45.336
263.3,24.3,suv,13.0,-0.5,20.3,3.7,urban,4.15,68.054
100.1,28.1,truck,6.0,38.5,40.9,0.0,urban,2.97,39.72
136.7,79.4,suv,8.4,13.8,9.1,15.0,highway,0.15,18.482
195.1,109.2,car,16.5,39.0,2.8,4.2,highway,0.31,19.009
313.5,99.8,suv,12.7,31.4,47.4,3.4,highway,0.27,37.067
222.8,114.7,truck,6.4,0.2,0.2,1.6,highway,0.21,64.744
199.3,30.0,car,15.7,36.6,48.8,2.4,urban,2.57,30.004
284.5,49.3,bike,58.3,29.1,36.4,0.9,mixed,2.48,11.517
